Customer_ID,Name,Segment,Monetary,Frequency,Recency,Churn_Proba,CLV_Pred,Risk_Tier,Winback_prioritaire
3205,Ethan Gonzalez,Online reguliers (Clothing),378.35,5,400,0.5732275688201589,466.71506252996187,Eleve,1
3756,James Green,Online reguliers (Clothing),155.25,3,51,0.5707494293584724,251.96549270247743,Eleve,0
5765,Aaron Allen,Petits dormants (Accessoires),48.0,1,62,0.5705764076590637,206.92013525937688,Eleve,0
5995,Isaiah Harris,Petits dormants (Accessoires),70.0,1,223,0.5703801081127393,193.50018968220255,Eleve,0
2783,Charlie Ramirez,In-Store reguliers,123.2,4,68,0.5657508577737181,358.83590699118463,Eleve,1
4238,Lucy Taylor,Petits dormants (Accessoires),24.0,1,707,0.562946364394871,377.6481525011206,Eleve,1
5281,Isabella Murphy,Petits dormants (Accessoires),22.5,1,150,0.5619665472580504,394.7814974878879,Eleve,1
4806,Leah Evans,Online reguliers (Clothing),185.0,2,41,0.5606212438094503,241.84401726638814,Eleve,0
5893,Paisley Kelly,Online reguliers (Clothing),59.5,1,231,0.5598982853419897,257.32424150032284,Eleve,0
5119,Jeremiah Martinez,Chaussures ponctuels,351.25,2,410,0.5567689862738563,242.58580111806165,Eleve,0
5824,Alice Richardson 2,Online reguliers (Clothing),649.0,5,398,0.5543266782630845,560.2678043434238,Eleve,1
3959,Hannah Harris,Petits dormants (Accessoires),170.25,2,83,0.552109966560098,188.8991706387548,Eleve,0
5393,Caroline Howard 3,Online reguliers (Clothing),49.5,1,591,0.5516966989203815,196.08493873086644,Eleve,0
5236,Asher Ramirez,Gros paniers occasionnels (Outerwear),202.5,2,186,0.5516145011448254,192.57323278305012,Eleve,0
2018,Savannah Allen,Online reguliers (Clothing),202.0,2,247,0.5515318249776743,221.45859978854813,Eleve,0
4551,Emily Roberts,Online reguliers (Clothing),234.6,3,248,0.5508964335514868,289.75443961909224,Eleve,0
5468,Addison Jones 2,Petits dormants (Accessoires),136.8,1,346,0.5508038381308706,192.28671164061655,Eleve,0
2333,Isaiah Gutierrez,Petits dormants (Accessoires),150.0,1,62,0.5498212549291853,209.6416912432469,Eleve,0
2271,Emily Garcia,Online reguliers (Clothing),198.0,4,91,0.5482937285832093,448.5874939267108,Eleve,1
4298,Victoria Scott,Petits dormants (Accessoires),139.08,4,131,0.5470680306702,346.59806857341397,Eleve,1
2907,Nolan Martinez,Online reguliers (Clothing),147.0,3,63,0.5467251296796787,270.58323945919005,Eleve,0
3874,David Taylor,Gros paniers occasionnels (Outerwear),486.0,1,202,0.5461693547208237,332.3386515436227,Eleve,1
5939,Anthony Lopez,Petits dormants (Accessoires),64.0,1,187,0.5421763638916727,193.33526760642576,Eleve,0
4336,Eleanor Campbell 2,Online reguliers (Clothing),168.0,2,111,0.539927252714715,248.5324157969586,Eleve,0
5948,Evelyn Young,In-Store reguliers,175.0,2,121,0.5395296635044905,236.40711426848313,Eleve,0
4707,Isabella Howard,Online reguliers (Clothing),161.0,2,54,0.5367743359581545,287.36644286901566,Eleve,0
4251,Lily Garcia,Petits dormants (Accessoires),32.0,1,706,0.5278231268284423,352.72430289792317,Eleve,1
5216,Henry Brooks,Petits dormants (Accessoires),57.0,2,272,0.5251471261161036,309.877504421595,Eleve,1
3409,Amelia Kim 2,Petits dormants (Accessoires),20.25,1,228,0.5244089403104745,272.94789297718563,Eleve,0
4552,Grace Hall 2,Petits dormants (Accessoires),150.0,1,51,0.5243531685131342,563.2616922147946,Eleve,1
3548,Alice Edwards 2,Petits dormants (Accessoires),22.5,1,78,0.5230412306442233,499.9392397430093,Eleve,1
2564,Amelia Wilson,In-Store reguliers,234.4,4,440,0.5229946529682283,399.00243051570374,Eleve,1
4095,Alice Chavez,Petits dormants (Accessoires),22.5,1,110,0.5220495125062449,323.07912565604255,Eleve,1
5997,Caleb Harris,Petits dormants (Accessoires),86.5,2,96,0.521759122812436,182.11993298214279,Eleve,0
5023,Aaron White,Petits dormants (Accessoires),81.5,2,288,0.5217022295205316,241.74666318221466,Eleve,0
2466,Quinn Wilson,In-Store reguliers,95.25,3,15,0.52117138967344,286.5954631677181,Eleve,0
3408,Piper Peterson,Online reguliers (Clothing),150.0,1,81,0.5200205487356336,302.1053876457038,Eleve,1
4182,Eva Reed,Petits dormants (Accessoires),24.0,1,53,0.5178226622036212,302.6354012672547,Eleve,1
5399,Ivy Sanchez 2,Online reguliers (Clothing),54.0,1,239,0.5176709998440481,297.21613403257396,Eleve,0
5850,Christian Clark,Online reguliers (Clothing),99.0,1,604,0.5170298218973854,214.98065564226417,Eleve,0
2493,Theodore Adams,Online reguliers (Clothing),120.0,2,5,0.5168508533461141,244.34720173869712,Eleve,0
2987,Luke Morales,Online reguliers (Clothing),106.25,1,236,0.5165606517453417,326.36567227568133,Eleve,1
3513,Caroline Reyes,Online reguliers (Clothing),204.0,2,93,0.5155100054168158,237.16267096541577,Eleve,0
2993,Oliver Ramirez,Petits dormants (Accessoires),96.0,1,317,0.5141629038543144,201.1210407877256,Eleve,0
5049,Allison Wright 3,Gros paniers occasionnels (Outerwear),180.0,1,223,0.5138448402498779,210.1167037575509,Eleve,0
5400,Mia Hill 2,Chaussures ponctuels,170.5,3,414,0.512847830092897,360.2417672989855,Eleve,1
3443,Isaiah Kelly,Petits dormants (Accessoires),176.12,2,233,0.5115776145918326,183.28156490080164,Eleve,0
4819,Carter Turner,Online reguliers (Clothing),92.75,2,226,0.5112855906418612,223.44418614300628,Eleve,0
4956,Jeremiah Diaz,Gros paniers occasionnels (Outerwear),540.0,2,432,0.5102162929665176,367.092835296838,Eleve,1
5762,Grace Roberts 2,Online reguliers (Clothing),114.0,1,88,0.5091938833845787,229.95510820788434,Eleve,0
3081,Abigail Davis,Petits dormants (Accessoires),174.0,2,197,0.5083042916596683,274.50375241367504,Eleve,0
3369,Jacob Cox 2,Petits dormants (Accessoires),144.0,1,413,0.5072574675156514,202.2588723507506,Eleve,0
2403,Theodore Torres,Petits dormants (Accessoires),192.0,4,186,0.5065672267725987,387.3186747054221,Eleve,1
4869,Hannah Chavez,Online reguliers (Clothing),171.0,1,143,0.505493165143761,337.7940795576841,Eleve,1
4832,Thomas Taylor 2,Online reguliers (Clothing),55.0,1,288,0.5053547134970787,248.22892242721602,Eleve,0
4522,Jacob Kelly,Online reguliers (Clothing),55.25,1,256,0.5037292152012974,259.02233674442243,Eleve,0
4628,Ella Watson,Petits dormants (Accessoires),189.1,3,550,0.49964623645027595,371.0516616627587,Eleve,1
4685,Sarah Perez 2,In-Store reguliers,113.25,2,157,0.49741670747627986,229.10071749248803,Eleve,0
2948,Mateo Moore,In-Store reguliers,275.0,2,199,0.49610440999644984,220.34877140047388,Eleve,0
4755,Olivia Campbell,Petits dormants (Accessoires),27.2,1,235,0.4959614757217237,277.03171547127056,Eleve,0
2294,John Jackson,In-Store reguliers,275.0,2,31,0.49404753839587734,201.6660667314417,Eleve,0
5347,Noah Phillips,Online reguliers (Clothing),96.75,2,42,0.4907798927221616,229.16975376048734,Eleve,0
4148,Oliver Martinez 2,Petits dormants (Accessoires),245.0,4,371,0.48874095445332616,386.49323198351226,Eleve,1
5343,Stella Brown,Online reguliers (Clothing),143.0,3,46,0.4884197370056688,324.90301109671685,Eleve,1
4122,Maverick Perez,Online reguliers (Clothing),175.0,1,20,0.4884064828856778,310.94263833916966,Eleve,1
5402,Leah Garcia,Online reguliers (Clothing),100.0,1,77,0.48501386528984186,380.3190463420969,Eleve,1
3168,Sebastian Carter,Online reguliers (Clothing),71.25,1,94,0.4838146664249499,246.9585221552766,Eleve,0
3187,Samantha Kim,Online reguliers (Clothing),75.0,1,197,0.4826770985369057,244.56288924894696,Eleve,0
5886,Joseph Jackson,Online reguliers (Clothing),313.5,2,587,0.48223641830749103,236.53339019620623,Eleve,0
5053,Paisley Phillips 2,Online reguliers (Clothing),58.5,1,575,0.4822271179555244,228.97871184704553,Eleve,0
2348,Lydia Rogers,Petits dormants (Accessoires),50.5,2,44,0.48137980860079854,233.40029289837787,Eleve,0
5945,Mia Peterson,Online reguliers (Clothing),255.0,2,120,0.48121014023770237,214.39809651345993,Eleve,0
2352,Elias Miller,Petits dormants (Accessoires),20.25,1,231,0.4803845489947561,236.77094824903034,Eleve,0
5484,Naomi Hall 2,Petits dormants (Accessoires),152.4,2,201,0.47927176116242975,217.2604482541906,Eleve,0
3880,William Campbell,In-Store reguliers,95.0,2,24,0.4792551545774827,225.48415261335703,Eleve,0
5736,Hannah Rogers 2,Online reguliers (Clothing),185.25,1,94,0.47897978872884595,294.6573661080911,Eleve,0
2627,Samuel Rivera,Online reguliers (Clothing),170.0,2,322,0.47849202179789446,220.3984393209759,Eleve,0
5120,Theodore Robinson,Online reguliers (Clothing),55.0,1,189,0.4784726689438256,263.5682013422749,Eleve,0
4830,Penelope Green,Chaussures ponctuels,269.75,2,449,0.4777299590727182,242.847875264822,Eleve,0
3346,Anna Lewis,Petits dormants (Accessoires),45.0,1,48,0.4774774688307144,479.45193431745327,Eleve,1
3114,Brooklyn Morales,Petits dormants (Accessoires),96.0,1,72,0.4766672618229398,466.13859310222983,Eleve,1
5332,Maya Kim,In-Store reguliers,106.6,2,250,0.47534733028390747,220.9404354636532,Eleve,0
2013,Ivy Rogers,Gros paniers occasionnels (Outerwear),170.0,1,300,0.4744316314934025,206.2341814430342,Eleve,0
4359,Sofia Lee,Petits dormants (Accessoires),22.5,1,116,0.47141160864027554,307.2322137004565,Eleve,1
4261,Alice Anderson 2,Online reguliers (Clothing),165.0,1,112,0.4706738155247856,359.57851216535727,Eleve,1
4648,Lucy Wright,Online reguliers (Clothing),180.0,1,77,0.46912511144549873,475.4069705386544,Eleve,1
3624,Ruby Brown,Online reguliers (Clothing),45.0,1,309,0.46836792530893073,235.0937672014571,Eleve,0
3812,David Murphy,Petits dormants (Accessoires),210.0,5,372,0.4668143848043284,504.55392949615765,Eleve,1
3062,Isaiah Evans,Gros paniers occasionnels (Outerwear),384.0,2,57,0.46552482708715937,388.97043735424614,Eleve,1
5524,Nathan Cooper,Online reguliers (Clothing),220.0,2,160,0.4640871758115842,236.53586193515778,Eleve,0
2509,Adrian Ramirez 2,Petits dormants (Accessoires),22.5,1,140,0.4609421892527653,277.1676038502902,Eleve,0
5475,Hunter Turner,Gros paniers occasionnels (Outerwear),360.0,1,104,0.4589901794344936,214.96010634133253,Eleve,0
3102,Dylan Peterson,Online reguliers (Clothing),110.0,1,153,0.4547979617108168,310.51785462711223,Eleve,1
4571,Kinsley White,Petits dormants (Accessoires),60.8,1,306,0.45345567566885575,196.65331468981444,Eleve,0
5898,Allison Ward,Petits dormants (Accessoires),64.12,1,89,0.45269171855266693,333.06976728236543,Eleve,1
3882,Claire Nelson,Petits dormants (Accessoires),195.0,4,371,0.4525855246496037,362.24347359950866,Eleve,1
2120,Abigail Cook,Petits dormants (Accessoires),192.0,2,20,0.45129355084152784,204.0571274401039,Eleve,0
3689,John Brown,Online reguliers (Clothing),142.0,3,236,0.4507787067645193,275.7232495027237,Eleve,0
5481,Samantha Hill,Online reguliers (Clothing),45.0,1,211,0.448008206269216,409.3088441880934,Eleve,1
3605,Caleb Rodriguez,Online reguliers (Clothing),242.25,3,399,0.4472865796436399,359.42991465050477,Eleve,1
2215,Cora Hernandez,In-Store reguliers,105.25,3,232,0.44444868348002653,301.7684948226933,Eleve,1
5077,Connor Edwards,Chaussures ponctuels,190.0,2,566,0.44357132265240545,408.10533092993535,Eleve,1
4171,Jacob Bailey 2,Petits dormants (Accessoires),32.0,1,72,0.44291754852231635,244.17891108597377,Eleve,0
4804,Ella Parker 2,Gros paniers occasionnels (Outerwear),120.0,1,160,0.44181710671004365,175.05216281068476,Eleve,0
5105,Chloe Martin,Gros paniers occasionnels (Outerwear),85.0,1,258,0.44145377477347564,242.70841341429895,Eleve,0
3960,Jayden Phillips 2,Online reguliers (Clothing),60.0,1,384,0.44026942978945177,247.82178610244202,Eleve,0
5688,Jackson Edwards,Petits dormants (Accessoires),67.5,1,16,0.43947143668841254,184.3517943762672,Eleve,0
3499,Skylar Richardson,Petits dormants (Accessoires),115.2,1,589,0.43903694557473294,327.40671722419444,Eleve,1
5222,Ella Torres,Petits dormants (Accessoires),43.2,1,135,0.4374259423773764,198.92568959711332,Eleve,0
3331,Asher Harris,Petits dormants (Accessoires),119.38,3,571,0.4363205174163907,326.15586428407227,Eleve,1
4947,Bob Bailey,Online reguliers (Clothing),150.0,1,357,0.43596337614491676,233.47643615830876,Eleve,0
2726,Naomi Lewis,Gros paniers occasionnels (Outerwear),438.0,2,463,0.4359148423676181,384.0252189735474,Eleve,1
3481,Abigail Thomas,Petits dormants (Accessoires),80.0,2,54,0.4351958217549641,257.02439884703034,Eleve,0
3437,Nathan Gonzalez,Online reguliers (Clothing),178.2,4,76,0.4349672478377225,394.2280115372733,Eleve,1
4060,Eva Rogers,Petits dormants (Accessoires),71.4,3,69,0.43455482141033835,342.0223063295102,Eleve,1
4269,Mason Peterson 2,Online reguliers (Clothing),147.5,3,103,0.4328193158291416,474.7069085039183,Eleve,1
5953,Ethan Cook,Online reguliers (Clothing),87.2,3,27,0.43021201547740584,270.40427505631845,Eleve,0
4842,Hannah Moore,Petits dormants (Accessoires),119.25,2,476,0.4278591093665151,497.1029983989525,Eleve,1
2960,Piper Thomas,Gros paniers occasionnels (Outerwear),228.0,1,309,0.4274294456946893,210.5226665151083,Eleve,0
2905,Olivia Martinez,Online reguliers (Clothing),60.0,1,367,0.42738798510955733,274.8139259379818,Eleve,0
3955,Lucas Evans,Petits dormants (Accessoires),63.3,2,398,0.42393949826492106,396.94014756910275,Eleve,1
4602,Maya Brown,Online reguliers (Clothing),65.0,1,184,0.42326452197806974,253.1388898340682,Eleve,0
4022,Mia Mitchell,Online reguliers (Clothing),130.0,1,314,0.42272199417748757,243.60941913061185,Eleve,0
5199,Dylan Taylor,Online reguliers (Clothing),70.0,2,44,0.4220540373128584,207.19331777611677,Eleve,0
5971,Adrian Walker 2,Petits dormants (Accessoires),230.7,3,71,0.42055712541936124,285.05307451494554,Eleve,0
5204,Eli Cox,Online reguliers (Clothing),134.8,3,232,0.41992113493495375,311.5206162968529,Eleve,1
4047,Michael Martin,Petits dormants (Accessoires),45.0,1,180,0.418415379894901,237.66700919093623,Eleve,0
3601,Charlie Reed,Petits dormants (Accessoires),22.5,1,275,0.417908829006991,257.00940908404607,Eleve,0
4116,Harper Ward,Online reguliers (Clothing),135.0,1,109,0.4174585671750004,287.93985132382653,Eleve,0
2997,Leo Miller,Chaussures ponctuels,315.6,2,170,0.4154693434057746,239.8274570532202,Eleve,0
3452,Joseph Hall,Petits dormants (Accessoires),155.5,3,40,0.41434898028205175,285.96792987757044,Eleve,0
2189,Maverick Collins,Online reguliers (Clothing),295.0,2,169,0.4129827288029591,184.61644594257095,Eleve,0
5377,Nathan White 2,In-Store reguliers,209.5,5,13,0.41280283594980743,574.3980347779656,Eleve,1
3355,Piper Moore,Petits dormants (Accessoires),149.5,4,404,0.41245426751252245,353.3287380651772,Eleve,1
3327,Jacob Baker,Petits dormants (Accessoires),238.65,3,166,0.4111249391735647,407.972289939971,Eleve,1
4329,Grace Walker,Online reguliers (Clothing),214.5,3,83,0.410381343863661,304.4144812771716,Eleve,1
3817,Savannah Hall,Petits dormants (Accessoires),179.0,2,397,0.4101829192200558,438.0007195531429,Eleve,1
5976,Emily Reyes 2,Petits dormants (Accessoires),129.6,1,136,0.4098125494431328,587.1243479585579,Eleve,1
3906,Eli Ortiz,Online reguliers (Clothing),210.0,2,159,0.4084082304147746,266.1184733494329,Eleve,0
4389,Stella Jackson 2,Online reguliers (Clothing),200.0,3,60,0.4082095092754028,368.2552779574156,Eleve,1
3952,Nora Brown 2,Petits dormants (Accessoires),176.4,2,135,0.40537709400846744,197.89157601659082,Eleve,0
4775,Jeremiah Stewart,Petits dormants (Accessoires),76.5,2,356,0.40412221201227977,232.60264180760961,Eleve,0
5211,Alice Brown 2,Gros paniers occasionnels (Outerwear),336.5,2,237,0.4034636693802408,219.26950980122967,Eleve,0
2701,Abigail Ramos 2,Petits dormants (Accessoires),94.5,2,49,0.40034373949844343,275.2508760607362,Eleve,0
3696,James Wilson,Gros paniers occasionnels (Outerwear),85.0,1,304,0.39954580335098244,201.03924892665938,Eleve,0
2849,Oliver Stewart,Petits dormants (Accessoires),80.0,2,13,0.3994318397867523,267.8926104667478,Eleve,0
4274,Paisley King,Petits dormants (Accessoires),70.0,1,56,0.3983515701308951,443.22193320490464,Eleve,1
3869,Grayson Stewart,Petits dormants (Accessoires),270.25,3,79,0.39790233513788964,291.1993623415606,Eleve,0
5462,Charles Reed 2,Online reguliers (Clothing),155.0,2,258,0.39782180003570294,240.27222646047315,Eleve,0
4952,Jack Ward,Petits dormants (Accessoires),118.0,3,118,0.3975382467389091,370.1359865565898,Eleve,1
4141,Ivy Peterson 2,Online reguliers (Clothing),184.0,3,25,0.39737354836776895,300.53931129794705,Eleve,0
5858,Aurora Stewart,Online reguliers (Clothing),225.0,1,70,0.39609176830889586,724.4143686575007,Eleve,1
5429,Skylar Williams,Online reguliers (Clothing),300.0,1,53,0.3960619865441604,666.6552289527142,Eleve,1
3244,Quinn Martinez,In-Store reguliers,190.25,2,227,0.39450997674329824,238.12639403706942,Eleve,0
3498,Ruby Howard 3,Petits dormants (Accessoires),22.5,1,73,0.3943143226317752,506.5596114606054,Eleve,1
3268,Michael Diaz,Petits dormants (Accessoires),192.0,1,64,0.3942753124481919,557.6057517426193,Eleve,1
4059,Theodore Cox,Petits dormants (Accessoires),251.0,3,225,0.39403081135255114,341.2105623055144,Eleve,1
4962,Isabella Carter,Online reguliers (Clothing),158.2,3,41,0.39277635419301626,315.419028942624,Eleve,1
3448,Maya Ward 2,Petits dormants (Accessoires),178.1,4,154,0.3919689659695667,379.04710131623733,Eleve,1
5238,Scarlett Lewis 2,In-Store reguliers,172.0,2,19,0.39040307180959744,225.11921452219997,Eleve,0
5569,Maya Taylor,In-Store reguliers,127.0,3,378,0.38937581874568167,337.46647648176673,Eleve,1
4014,Alice Anderson,Online reguliers (Clothing),60.0,1,154,0.3892764081337918,261.89441823714367,Eleve,0
5109,Liam Garcia,Gros paniers occasionnels (Outerwear),136.5,2,381,0.3891558997012464,370.6141770004869,Eleve,1
4020,Evelyn Martinez,Petits dormants (Accessoires),40.5,1,717,0.38702193049518546,350.9789477808163,Eleve,1
5991,Zoe Ward 2,Petits dormants (Accessoires),27.2,1,43,0.3869233272616141,287.08110728248494,Eleve,0
4263,Anthony Watson,Petits dormants (Accessoires),205.0,2,520,0.3868167861286429,177.63104783155683,Eleve,0
2339,Aria Reyes,In-Store reguliers,223.75,2,174,0.38500354627129907,221.12058316047262,Eleve,0
5932,Caroline Martin 2,Online reguliers (Clothing),214.6,3,225,0.3847582420699315,315.80068709210303,Eleve,1
3074,Jeremiah Parker,Gros paniers occasionnels (Outerwear),120.0,1,204,0.38295751354202495,300.8148265624829,Eleve,0
4149,Samantha Gutierrez 2,Petits dormants (Accessoires),76.5,1,40,0.3828611165471009,445.40134621231823,Eleve,1
5011,Anthony Ward,Online reguliers (Clothing),277.5,2,14,0.38147436384603645,215.81562371343912,Eleve,0
2693,Henry Wilson,Chaussures ponctuels,151.5,4,341,0.38129238298797624,374.3773515420677,Eleve,1
2933,Noah Flores,Online reguliers (Clothing),72.0,1,247,0.3803959214974513,257.9692192065599,Eleve,0
4093,Aria Cox,Chaussures ponctuels,135.0,2,378,0.3803250535642713,444.8774809964682,Eleve,1
5769,Madison Howard 2,In-Store reguliers,159.4,4,19,0.3802764869867824,388.9394529091544,Eleve,1
4387,James Wilson 2,Petits dormants (Accessoires),212.0,5,26,0.3797604613925108,533.1925883074703,Eleve,1
3585,Zoe Edwards 2,Online reguliers (Clothing),165.0,1,0,0.3795072616317732,627.1838655782753,Eleve,1
5125,Evelyn Robinson,Petits dormants (Accessoires),251.0,5,49,0.37915207922248123,667.1471342731609,Eleve,1
4534,Gabriel Kim,Online reguliers (Clothing),165.0,1,390,0.37889129229210505,290.8929791932468,Eleve,0
2385,Ellie Lee,Petits dormants (Accessoires),162.0,2,307,0.3786808298325451,252.80388936874303,Eleve,0
2415,Mia Clark,Gros paniers occasionnels (Outerwear),120.0,1,181,0.3771499742816791,197.28032703947127,Eleve,0
2197,Jacob Collins,Petits dormants (Accessoires),67.5,1,156,0.37495521536732296,262.4077961547017,Eleve,0
